F_2,,97,,,
F_2,,33,,,
F_2,,56,186,55.1928783383,
F_1_60%,,8,,2.3738872404,
F_3,,127,,37.6854599407,
F_1_40%,,16,,4.7477744807,337
F_1_40%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_80%,,,,,
F_2,,,,,
F_2,,,,,
F_1_60%,,,,,
F_1_80%,,,,,
F_1_40%,,,,,
F_1_80%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_1_40%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_60%,,,,,
F_1_60%,,,,,
F_1_80%,,,,,
F_1_60%,,,,,
F_1_60%,,,,,
F_1_80%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_1_60%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_3,,,,,
F_2,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_80%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_80%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_80%,,,,,
F_1_80%,,,,,
F_1_40%,,,,,
F_1_60%,,,,,
F_2,,,,,
F_1_,,,,,
F_1_80%,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_2,,,,,
F_2,,,,,
F_1_80%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_1_80%,,,,,
F_3,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_80%,,,,,
F_1_80%,,,,,
F_2,,,,,
F_1_80%,,,,,
F_2,,,,,
F_1_60%,,,,,
F_2,,,,,
F_1_60%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_60%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_1_60%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_1_40%,,,,,
