F_2,,33,9.880239521,86,25.748502994
F_2,,24,7.1856287425,,0
F_1_20%,,12,3.5928143713,,0
F_1_20%,,17,5.0898203593,,0
F_2,,18,5.3892215569,,0
F_1_20%,,22,6.5868263473,40,11.9760479042
F_2,,151,45.2095808383,,
F_1_20%,,24,7.1856287425,,
F_2,,33,9.880239521,334,
F_1_10%,,,,,
F_1_10%,,0,,,
F_1_40%,,0,,,
F_1_10%,,0,,,
F_2,,0,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_10%,,,,,
F_3,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_3,,,,,
F_1_10%,,,,,
F_3,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_10%,,,,,
F_1_40%,,,,,
F_3,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_40%,,,,,
