H_1_,,7,15.1335311573,51
H_1_,,18,,
H_1_,,15,,
H_1_,,11,,
F_3,,5,,
F_1_40%,,10,4.4510385757,15
H_1_,,39,11.5727002967,0
H_1_,,46,13.649851632,0
H_1_,,15,4.4510385757,0
H_1_,,,,
H_1_,,0,,
H_1_,,0,,
H_1_,,0,,
H_1_,,171,50.7418397626,
H_1_,,0,,
H_1_,,0,,
H_1_,,0,,337
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_2,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_60%,,,,
F_2,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_2,,,,
F_1_20%,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_60%,,,,
F_2,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_30%,,,,
H_1_,,,,
F_2,,,,
F_1_30%,,,,
F_1_40%,,,,
H_1_,,,,
H_1_,,,,
F_1_20%,,,,
H_1_,,,,
F_2,,,,
F_2,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_20%,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_60%,,,,
F_1_,,,,
F_1_60%,,,,
F_3,,,,
F_1_,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_40%,,,,
H_1_,,,,
H_1_,,,,
F_1_,,,,
F_1_20%,,,,
F_2,,,,
F_1_,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
H_1_,,,,
F_2,,,,
F_2,,,,
H_1_,,,,
F_1_40%,,,,
F_2,,,,
F_2,,,,
F_2,,,,
F_1_20%,,,,
F_1_30%,,,,
H_1_,,,,
H_1_,,,,
F_1_40%,,,,
F_2,,,,
F_1_30%,,,,
F_3,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
F_2,,,,
F_1_10%,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
F_1_20%,,,,
F_2,,,,
F_1_30%,,,,
F_1_40%,,,,
H_1_,,,,
H_1_,,,,
F_1_20%,,,,
F_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_40%,,,,
F_1_,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
F_1_10%,,,,
F_1_10%,,,,
F_2,,,,
F_1_,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
F_1_20%,,,,
H_1_,,,,
F_2,,,,
H_1_,,,,
H_1_,,,,
F_2,,,,
F_1_60%,,,,
H_1_,,,,
F_2,,,,
F_2,,,,
F_1_30%,,,,
F_1_40%,,,,
F_1_50%,,,,
H_1_,,,,
F_2,,,,
H_1_,,,,
F_1_30%,,,,
F_2,,,,
F_2,,,,
H_1_,,,,
F_1_10%,,,,
F_1_20%,,,,
F_1_10%,,,,
H_1_,,,,
H_1_,,,,
F_2,,,,
H_1_,,,,
F_1_,,,,
F_2,,,,
F_2,,,,
H_1_,,,,
F_1_30%,,,,
F_1_40%,,,,
F_1_30%,,,,
F_1_,,,,
F_3,,,,
H_1_,,,,
H_1_,,,,
F_1_40%,,,,
F_2,,,,
F_3,,,,
H_1_,,,,
F_1_50%,,,,
F_1_20%,,,,
F_1_,,,,
H_1_,,,,
H_1_,,,,
F_1_20%,,,,
H_1_,,,,
F_1_,,,,
F_1_,,,,
F_1_,,,,
F_1_20%,,,,
H_1_,,,,
F_2,,,,
F_2,,,,
F_2,,,,
F_2,,,,
H_1_,,,,
F_1_,,,,
H_1_,,,,
F_1_20%,,,,
F_1_20%,,,,
H_1_,,,,
F_1_10%,,,,
H_1_,,,,
F_2,,,,
F_1_,,,,
H_1_,,,,
F_1_,,,,
F_1_,,,,
F_1_30%,,,,
F_1_,,,,
H_1_,,,,
F_1_30%,,,,
F_1_60%,,,,
H_1_,,,,
F_1_20%,,,,
F_2,,,,
F_1_,,,,
H_1_,,,,
F_1_,,,,
F_1_,,,,
F_1_,,,,
H_1_,,,,
F_1_,,,,
F_1_,,,,
F_2,,,,
H_1_,,,,
F_1_,,,,
F_1_,,,,
F_1_,,,,
H_1_,,,,
F_1_60%,,,,
F_1_30%,,,,
F_1_60%,,,,
F_1_50%,,,,
F_1_,,,,
F_1_60%,,,,
F_2,,,,
F_1_30%,,,,
F_1_,,,,
F_1_60%,,,,
F_1_20%,,,,
F_1_,,,,
F_1_20%,,,,
F_3,,,,
F_3,,,,
H_1_,,,,
F_1_,,,,
F_2,,,,
F_2,,,,
F_1_10%,,,,
F_2,,,,
F_3,,,,
F_1_,,,,
H_1_,,,,
F_2,,,,
F_2,,,,
F_2,,,,
F_2,,,,
F_2,,,,
F_2,,,,
F_1_,,,,
F_1_,,,,
F_1_20%,,,,
H_1_,,,,
F_1_40%,,,,
F_1_30%,,,,
F_1_50%,,,,
F_2,,,,
F_1_,,,,
F_1_50%,,,,
F_1_30%,,,,
